srcID,destID,airlineID,Source Airport,Source Country,Dest Airport,Source Country,Airline Name,Airline Country,Distance (km)
4162,1084,10128,CKY,Guinea,DKR,Senegal,Dennis Sky Holding,Israel,712
1084,4162,10128,DKR,Senegal,CKY,Guinea,Dennis Sky Holding,Israel,712
4162,1084,16942,CKY,Guinea,DKR,Senegal,,Mauritania,712
1084,4162,16942,DKR,Senegal,CKY,Guinea,,Mauritania,712
4162,1084,1531,CKY,Guinea,DKR,Senegal,SN Brussels Airlines,Belgium,712
1084,4162,1531,DKR,Senegal,CKY,Guinea,SN Brussels Airlines,Belgium,712
609,3953,4319,CPH,Denmark,RIX,Latvia,SAS Scandinavian Airlines,Sweden,713
3953,609,4319,RIX,Latvia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,713
3885,3205,5651,BKK,Thailand,SGN,Vietnam,,Cambodia,716
3205,3885,5651,SGN,Vietnam,BKK,Thailand,,Cambodia,716
1218,1524,2297,BCN,Spain,MXP,Italy,EasyJet Airline,United Kingdom,721
1524,1218,2297,MXP,Italy,BCN,Spain,EasyJet Airline,United Kingdom,721
1555,1335,2297,FCO,Italy,LYS,France,EasyJet Airline,United Kingdom,721
1335,1555,2297,LYS,France,FCO,Italy,EasyJet Airline,United Kingdom,721
1216,1638,2297,BIO,Spain,LIS,Portugal,EasyJet Airline,United Kingdom,724
1638,1216,2297,LIS,Portugal,BIO,Spain,EasyJet Airline,United Kingdom,724
1739,1555,2297,BEG,Serbia,FCO,Italy,EasyJet Airline,United Kingdom,733
1555,1739,2297,FCO,Italy,BEG,Serbia,EasyJet Airline,United Kingdom,733
4053,1555,2297,BSL,Switzerland,FCO,Italy,EasyJet Airline,United Kingdom,743
1555,4053,2297,FCO,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,743
1264,1524,2297,BOD,France,MXP,Italy,EasyJet Airline,United Kingdom,744
1524,1264,2297,MXP,Italy,BOD,France,EasyJet Airline,United Kingdom,744
1754,2890,14849,PLS,Turks and Caicos Islands,SJU,Puerto Rico,,Italy,752
2890,1754,14849,SJU,Puerto Rico,PLS,Turks and Caicos Islands,,Italy,752
1779,1762,14849,KIN,Jamaica,SDQ,Dominican Republic,,Italy,754
1762,1779,14849,SDQ,Dominican Republic,KIN,Jamaica,,Italy,754
302,609,4319,BRU,Belgium,CPH,Denmark,SAS Scandinavian Airlines,Sweden,754
609,302,4319,CPH,Denmark,BRU,Belgium,SAS Scandinavian Airlines,Sweden,754
1165,4059,1531,KGL,Rwanda,NBO,Kenya,SN Brussels Airlines,Belgium,758
1739,346,4319,BEG,Serbia,MUC,Germany,SAS Scandinavian Airlines,Sweden,760
346,1739,4319,MUC,Germany,BEG,Serbia,SAS Scandinavian Airlines,Sweden,760
4053,1520,2297,BSL,Switzerland,OLB,Italy,EasyJet Airline,United Kingdom,761
1520,4053,2297,OLB,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,761
2939,2985,11811,KBP,Ukraine,SVO,Russia,,Egypt,761
2985,2939,11811,SVO,Russia,KBP,Ukraine,,Egypt,761
421,644,4319,HEL,Finland,OSL,Norway,SAS Scandinavian Airlines,Sweden,763
644,421,4319,OSL,Norway,HEL,Finland,SAS Scandinavian Airlines,Sweden,763
337,1551,2297,SXF,Germany,VCE,Italy,EasyJet Airline,United Kingdom,769
1551,337,2297,VCE,Italy,SXF,Germany,EasyJet Airline,United Kingdom,769
644,415,4319,OSL,Norway,TLL,Estonia,SAS Scandinavian Airlines,Sweden,771
415,644,4319,TLL,Estonia,OSL,Norway,SAS Scandinavian Airlines,Sweden,771
3024,3156,2183,CMB,Sri Lanka,MLE,Maldives,Emirates Airlines,United Arab Emirates,778
3156,3024,2183,MLE,Maldives,CMB,Sri Lanka,Emirates Airlines,United Arab Emirates,778
1264,302,2297,BOD,France,BRU,Belgium,EasyJet Airline,United Kingdom,778
302,1264,2297,BRU,Belgium,BOD,France,EasyJet Airline,United Kingdom,778
668,644,4319,GDN,Poland,OSL,Norway,SAS Scandinavian Airlines,Sweden,783
644,668,4319,OSL,Norway,GDN,Poland,SAS Scandinavian Airlines,Sweden,783
1216,1665,2297,BIO,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,783
1665,1216,2297,GVA,Switzerland,BIO,Spain,EasyJet Airline,United Kingdom,783
609,460,4319,CPH,Denmark,TKU,Finland,SAS Scandinavian Airlines,Sweden,783
460,609,4319,TKU,Finland,CPH,Denmark,SAS Scandinavian Airlines,Sweden,783
1665,3998,2297,GVA,Switzerland,PMI,Spain,EasyJet Airline,United Kingdom,792
3998,1665,2297,PMI,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,792
609,629,4319,CPH,Denmark,LUX,Luxembourg,SAS Scandinavian Airlines,Sweden,795
629,609,4319,LUX,Luxembourg,CPH,Denmark,SAS Scandinavian Airlines,Sweden,795
580,1524,2297,AMS,Netherlands,MXP,Italy,EasyJet Airline,United Kingdom,797
1524,580,2297,MXP,Italy,AMS,Netherlands,EasyJet Airline,United Kingdom,797
609,350,4319,CPH,Denmark,STR,Germany,SAS Scandinavian Airlines,Sweden,805
350,609,4319,STR,Germany,CPH,Denmark,SAS Scandinavian Airlines,Sweden,805
3077,2276,2987,HKG,Hong Kong,TPE,Taiwan,JAL Japan Airlines,Japan,806
2276,3077,2987,TPE,Taiwan,HKG,Hong Kong,JAL Japan Airlines,Japan,806
609,3959,4319,CPH,Denmark,VNO,Lithuania,SAS Scandinavian Airlines,Sweden,809
3959,609,4319,VNO,Lithuania,CPH,Denmark,SAS Scandinavian Airlines,Sweden,809
609,346,4319,CPH,Denmark,MUC,Germany,SAS Scandinavian Airlines,Sweden,810
346,609,4319,MUC,Germany,CPH,Denmark,SAS Scandinavian Airlines,Sweden,810
1519,1665,2297,CAG,Italy,GVA,Switzerland,EasyJet Airline,United Kingdom,813
1665,1519,2297,GVA,Switzerland,CAG,Italy,EasyJet Airline,United Kingdom,813
253,273,16415,ABJ,Cote d'Ivoire,LOS,Nigeria,,Cameroon,815
273,253,16415,LOS,Nigeria,ABJ,Cote d'Ivoire,,Cameroon,815
4053,1206,2297,BSL,Switzerland,SPU,Croatia,EasyJet Airline,United Kingdom,817
1206,4053,2297,SPU,Croatia,BSL,Switzerland,EasyJet Airline,United Kingdom,817
1218,4053,2297,BCN,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,822
4053,1218,2297,BSL,Switzerland,BCN,Spain,EasyJet Airline,United Kingdom,822
1524,337,2297,MXP,Italy,SXF,Germany,EasyJet Airline,United Kingdom,828
337,1524,2297,SXF,Germany,MXP,Italy,EasyJet Airline,United Kingdom,828
644,3953,4319,OSL,Norway,RIX,Latvia,SAS Scandinavian Airlines,Sweden,829
3953,644,4319,RIX,Latvia,OSL,Norway,SAS Scandinavian Airlines,Sweden,829
1538,1382,2297,BLQ,Italy,CDG,France,EasyJet Airline,United Kingdom,830
1382,1538,2297,CDG,France,BLQ,Italy,EasyJet Airline,United Kingdom,830
302,1354,2297,BRU,Belgium,NCE,France,EasyJet Airline,United Kingdom,831
1354,302,2297,NCE,France,BRU,Belgium,EasyJet Airline,United Kingdom,831
253,246,1531,ABJ,Cote d'Ivoire,OUA,Burkina Faso,SN Brussels Airlines,Belgium,832
246,253,1531,OUA,Burkina Faso,ABJ,Cote d'Ivoire,SN Brussels Airlines,Belgium,832
1386,1562,2297,ORY,France,PSA,Italy,EasyJet Airline,United Kingdom,834
1562,1386,2297,PSA,Italy,ORY,France,EasyJet Airline,United Kingdom,834
1524,3998,2297,MXP,Italy,PMI,Spain,EasyJet Airline,United Kingdom,835
3998,1524,2297,PMI,Spain,MXP,Italy,EasyJet Airline,United Kingdom,835
532,644,4319,ABZ,United Kingdom,OSL,Norway,SAS Scandinavian Airlines,Sweden,835
644,532,4319,OSL,Norway,ABZ,United Kingdom,SAS Scandinavian Airlines,Sweden,835
1382,1551,2297,CDG,France,VCE,Italy,EasyJet Airline,United Kingdom,835
1551,1382,2297,VCE,Italy,CDG,France,EasyJet Airline,United Kingdom,835
1386,1551,2297,ORY,France,VCE,Italy,EasyJet Airline,United Kingdom,836
1551,1386,2297,VCE,Italy,ORY,France,EasyJet Airline,United Kingdom,836
1489,340,4319,BUD,Hungary,FRA,Germany,SAS Scandinavian Airlines,Sweden,836
609,415,4319,CPH,Denmark,TLL,Estonia,SAS Scandinavian Airlines,Sweden,839
415,609,4319,TLL,Estonia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,839
302,1273,2297,BRU,Belgium,TLS,France,EasyJet Airline,United Kingdom,842
1273,302,2297,TLS,France,BRU,Belgium,EasyJet Airline,United Kingdom,842
1382,1587,2297,CDG,France,PRG,Czech Republic,EasyJet Airline,United Kingdom,852
1587,1382,2297,PRG,Czech Republic,CDG,France,EasyJet Airline,United Kingdom,852
245,897,17094,COO,Benin,DLA,Cameroon,,Senegal,853
897,245,17094,DLA,Cameroon,COO,Benin,,Senegal,853
1665,1206,2297,GVA,Switzerland,SPU,Croatia,EasyJet Airline,United Kingdom,856
1206,1665,2297,SPU,Croatia,GVA,Switzerland,EasyJet Airline,United Kingdom,856
630,609,4319,AES,Norway,CPH,Denmark,SAS Scandinavian Airlines,Sweden,857
609,630,4319,CPH,Denmark,AES,Norway,SAS Scandinavian Airlines,Sweden,857
1218,1382,2297,BCN,Spain,CDG,France,EasyJet Airline,United Kingdom,859
1382,1218,2297,CDG,France,BCN,Spain,EasyJet Airline,United Kingdom,859
644,351,4319,OSL,Norway,TXL,Germany,SAS Scandinavian Airlines,Sweden,859
351,644,4319,TXL,Germany,OSL,Norway,SAS Scandinavian Airlines,Sweden,859
415,665,4319,TLL,Estonia,TRD,Norway,SAS Scandinavian Airlines,Sweden,863
665,415,4319,TRD,Norway,TLL,Estonia,SAS Scandinavian Airlines,Sweden,863
1665,337,2297,GVA,Switzerland,SXF,Germany,EasyJet Airline,United Kingdom,868
337,1665,2297,SXF,Germany,GVA,Switzerland,EasyJet Airline,United Kingdom,868
2908,2979,10122,ALA,Kazakhstan,DYU,Tajikistan,SZA,Austria,872
2979,2908,10122,DYU,Tajikistan,ALA,Kazakhstan,SZA,Austria,872
2188,2082,4089,DXB,United Arab Emirates,RUH,Saudi Arabia,Qantas Airways,Australia,873
2082,2188,4089,RUH,Saudi Arabia,DXB,United Arab Emirates,Qantas Airways,Australia,873
1120,4059,1531,BJM,Burundi,NBO,Kenya,SN Brussels Airlines,Belgium,874
6737,415,18553,PJA,Sweden,TLL,Estonia,,Netherlands,875
415,6737,18553,TLL,Estonia,PJA,Sweden,,Netherlands,875
609,665,4319,CPH,Denmark,TRD,Norway,SAS Scandinavian Airlines,Sweden,877
665,609,4319,TRD,Norway,CPH,Denmark,SAS Scandinavian Airlines,Sweden,877
4053,1489,2297,BSL,Switzerland,BUD,Hungary,EasyJet Airline,United Kingdom,880
1489,4053,2297,BUD,Hungary,BSL,Switzerland,EasyJet Airline,United Kingdom,880
3275,3316,4089,CGK,Indonesia,SIN,Singapore,Qantas Airways,Australia,882
3316,3275,4089,SIN,Singapore,CGK,Indonesia,Qantas Airways,Australia,882
1386,337,2297,ORY,France,SXF,Germany,EasyJet Airline,United Kingdom,886
337,1386,2297,SXF,Germany,ORY,France,EasyJet Airline,United Kingdom,886
2773,2902,18944,PBM,Suriname,POS,Trinidad and Tobago,,Netherlands Antilles,886
2902,2773,18944,POS,Trinidad and Tobago,PBM,Suriname,,Netherlands Antilles,886
1665,1561,2297,GVA,Switzerland,NAP,Italy,EasyJet Airline,United Kingdom,887
1561,1665,2297,NAP,Italy,GVA,Switzerland,EasyJet Airline,United Kingdom,887
609,421,4319,CPH,Denmark,HEL,Finland,SAS Scandinavian Airlines,Sweden,892
421,609,4319,HEL,Finland,CPH,Denmark,SAS Scandinavian Airlines,Sweden,892
342,1524,2297,HAM,Germany,MXP,Italy,EasyJet Airline,United Kingdom,894
1524,342,2297,MXP,Italy,HAM,Germany,EasyJet Airline,United Kingdom,894
636,478,4319,BGO,Norway,MAN,United Kingdom,SAS Scandinavian Airlines,Sweden,895
478,636,4319,MAN,United Kingdom,BGO,Norway,SAS Scandinavian Airlines,Sweden,895
1665,1225,2297,GVA,Switzerland,IBZ,Spain,EasyJet Airline,United Kingdom,906
1225,1665,2297,IBZ,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,906
3971,2941,16120,BUS,Georgia,DNK,Ukraine,ZABAIKAL ,Russia,907
2941,3971,16120,DNK,Ukraine,BUS,Georgia,ZABAIKAL ,Russia,907
1555,1486,2297,FCO,Italy,SKG,Greece,EasyJet Airline,United Kingdom,908
1486,1555,2297,SKG,Greece,FCO,Italy,EasyJet Airline,United Kingdom,908
609,521,4319,CPH,Denmark,NCL,United Kingdom,SAS Scandinavian Airlines,Sweden,908
521,609,4319,NCL,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,908
507,666,4319,LHR,United Kingdom,SVG,Norway,SAS Scandinavian Airlines,Sweden,908
666,507,4319,SVG,Norway,LHR,United Kingdom,SAS Scandinavian Airlines,Sweden,908
1739,1524,2297,BEG,Serbia,MXP,Italy,EasyJet Airline,United Kingdom,911
1524,1739,2297,MXP,Italy,BEG,Serbia,EasyJet Airline,United Kingdom,911
1335,1229,2297,LYS,France,MAD,Spain,EasyJet Airline,United Kingdom,911
1229,1335,2297,MAD,Spain,LYS,France,EasyJet Airline,United Kingdom,911
1555,1273,2297,FCO,Italy,TLS,France,EasyJet Airline,United Kingdom,912
1273,1555,2297,TLS,France,FCO,Italy,EasyJet Airline,United Kingdom,912
8235,2072,15893,HMB,Egypt,JED,Saudi Arabia,MARYSYA AIRLINES,Russia,914
2072,8235,15893,JED,Saudi Arabia,HMB,Egypt,MARYSYA AIRLINES,Russia,914
4053,1561,2297,BSL,Switzerland,NAP,Italy,EasyJet Airline,United Kingdom,919
1561,4053,2297,NAP,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,919
342,1551,2297,HAM,Germany,VCE,Italy,EasyJet Airline,United Kingdom,919
1551,342,2297,VCE,Italy,HAM,Germany,EasyJet Airline,United Kingdom,919
253,1044,16942,ABJ,Cote d'Ivoire,BKO,Mali,,Mauritania,921
1044,253,16942,BKO,Mali,ABJ,Cote d'Ivoire,,Mauritania,921
580,1264,2297,AMS,Netherlands,BOD,France,EasyJet Airline,United Kingdom,924
1264,580,2297,BOD,France,AMS,Netherlands,EasyJet Airline,United Kingdom,924
532,609,4319,ABZ,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,929
609,532,4319,CPH,Denmark,ABZ,United Kingdom,SAS Scandinavian Airlines,Sweden,929
4053,1519,2297,BSL,Switzerland,CAG,Italy,EasyJet Airline,United Kingdom,935
1519,4053,2297,CAG,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,935
1555,1587,2297,FCO,Italy,PRG,Czech Republic,EasyJet Airline,United Kingdom,935
1587,1555,2297,PRG,Czech Republic,FCO,Italy,EasyJet Airline,United Kingdom,935
4053,669,2297,BSL,Switzerland,KRK,Poland,EasyJet Airline,United Kingdom,937
669,4053,2297,KRK,Poland,BSL,Switzerland,EasyJet Airline,United Kingdom,937
609,517,4319,CPH,Denmark,LBA,United Kingdom,SAS Scandinavian Airlines,Sweden,938
517,609,4319,LBA,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,938
609,1678,4319,CPH,Denmark,ZRH,Switzerland,SAS Scandinavian Airlines,Sweden,950
1678,609,4319,ZRH,Switzerland,CPH,Denmark,SAS Scandinavian Airlines,Sweden,950
2941,1701,16120,DNK,Ukraine,IST,Turkey,ZABAIKAL ,Russia,959
1701,2941,16120,IST,Turkey,DNK,Ukraine,ZABAIKAL ,Russia,959
970,273,10128,LBV,Gabon,LOS,Nigeria,Dennis Sky Holding,Israel,959
580,644,4319,AMS,Netherlands,OSL,Norway,SAS Scandinavian Airlines,Sweden,959
644,580,4319,OSL,Norway,AMS,Netherlands,SAS Scandinavian Airlines,Sweden,959
4053,609,2297,BSL,Switzerland,CPH,Denmark,EasyJet Airline,United Kingdom,960
609,4053,2297,CPH,Denmark,BSL,Switzerland,EasyJet Airline,United Kingdom,960
1335,337,2297,LYS,France,SXF,Germany,EasyJet Airline,United Kingdom,960
337,1335,2297,SXF,Germany,LYS,France,EasyJet Airline,United Kingdom,960
1225,1524,2297,IBZ,Spain,MXP,Italy,EasyJet Airline,United Kingdom,964
1524,1225,2297,MXP,Italy,IBZ,Spain,EasyJet Airline,United Kingdom,964
1264,1638,2297,BOD,France,LIS,Portugal,EasyJet Airline,United Kingdom,968
1638,1264,2297,LIS,Portugal,BOD,France,EasyJet Airline,United Kingdom,968
535,644,4319,EDI,United Kingdom,OSL,Norway,SAS Scandinavian Airlines,Sweden,970
644,535,4319,OSL,Norway,EDI,United Kingdom,SAS Scandinavian Airlines,Sweden,970
4053,3998,2297,BSL,Switzerland,PMI,Spain,EasyJet Airline,United Kingdom,973
3998,4053,2297,PMI,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,973
609,507,4319,CPH,Denmark,LHR,United Kingdom,SAS Scandinavian Airlines,Sweden,979
507,609,4319,LHR,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,979
1562,337,2297,PSA,Italy,SXF,Germany,EasyJet Airline,United Kingdom,994
337,1562,2297,SXF,Germany,PSA,Italy,EasyJet Airline,United Kingdom,994
609,478,4319,CPH,Denmark,MAN,United Kingdom,SAS Scandinavian Airlines,Sweden,995
478,609,4319,MAN,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,995
3885,3199,5651,BKK,Thailand,HAN,Vietnam,,Cambodia,995
3199,3885,5651,HAN,Vietnam,BKK,Thailand,,Cambodia,995
340,666,4319,FRA,Germany,SVG,Norway,SAS Scandinavian Airlines,Sweden,1002
666,340,4319,SVG,Norway,FRA,Germany,SAS Scandinavian Airlines,Sweden,1002
469,609,4319,BHX,United Kingdom,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1002
609,469,4319,CPH,Denmark,BHX,United Kingdom,SAS Scandinavian Airlines,Sweden,1002
1382,609,4319,CDG,France,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1004
609,1382,4319,CPH,Denmark,CDG,France,SAS Scandinavian Airlines,Sweden,1004
1382,609,2297,CDG,France,CPH,Denmark,EasyJet Airline,United Kingdom,1004
609,1382,2297,CPH,Denmark,CDG,France,EasyJet Airline,United Kingdom,1004
1489,1665,2297,BUD,Hungary,GVA,Switzerland,EasyJet Airline,United Kingdom,1008
1665,1489,2297,GVA,Switzerland,BUD,Hungary,EasyJet Airline,United Kingdom,1008
1665,1229,2297,GVA,Switzerland,MAD,Spain,EasyJet Airline,United Kingdom,1009
1229,1665,2297,MAD,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,1009
3316,3177,4089,SIN,Singapore,USM,Thailand,Qantas Airways,Australia,1010
3177,3316,4089,USM,Thailand,SIN,Singapore,Qantas Airways,Australia,1010
1489,609,4319,BUD,Hungary,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1017
609,1489,4319,CPH,Denmark,BUD,Hungary,SAS Scandinavian Airlines,Sweden,1017
2878,1762,11741,FDF,Martinique,SDQ,Dominican Republic,,Guadeloupe,1017
245,970,10128,COO,Benin,LBV,Gabon,Dennis Sky Holding,Israel,1019
970,245,10128,LBV,Gabon,COO,Benin,Dennis Sky Holding,Israel,1019
245,970,17094,COO,Benin,LBV,Gabon,,Senegal,1019
970,245,17094,LBV,Gabon,COO,Benin,,Senegal,1019
345,644,4319,DUS,Germany,OSL,Norway,SAS Scandinavian Airlines,Sweden,1026
644,345,4319,OSL,Norway,DUS,Germany,SAS Scandinavian Airlines,Sweden,1026
502,1550,8745,LGW,United Kingdom,VRN,Italy,,France,1038
1550,502,8745,VRN,Italy,LGW,United Kingdom,,France,1038
1212,1665,2297,ALC,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,1040
1665,1212,2297,GVA,Switzerland,ALC,Spain,EasyJet Airline,United Kingdom,1040
1200,1665,2297,DBV,Croatia,GVA,Switzerland,EasyJet Airline,United Kingdom,1048
1665,1200,2297,GVA,Switzerland,DBV,Croatia,EasyJet Airline,United Kingdom,1048
609,1569,4319,CPH,Denmark,LJU,Slovenia,SAS Scandinavian Airlines,Sweden,1052
1569,609,4319,LJU,Slovenia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1052
2939,2948,11811,KBP,Ukraine,LED,Russia,,Egypt,1052
2948,2939,11811,LED,Russia,KBP,Ukraine,,Egypt,1052
1701,2939,11811,IST,Turkey,KBP,Ukraine,,Egypt,1054
2939,1701,11811,KBP,Ukraine,IST,Turkey,,Egypt,1054
1739,340,4319,BEG,Serbia,FRA,Germany,SAS Scandinavian Airlines,Sweden,1056
340,1739,4319,FRA,Germany,BEG,Serbia,SAS Scandinavian Airlines,Sweden,1056
2940,1701,11811,DOK,Ukraine,IST,Turkey,,Egypt,1058
1701,2940,11811,IST,Turkey,DOK,Ukraine,,Egypt,1058
1044,1084,4305,BKO,Mali,DKR,Senegal,SAA South African Airways,South Africa,1060
1084,1044,4305,DKR,Senegal,BKO,Mali,SAA South African Airways,South Africa,1060
1382,1229,2297,CDG,France,MAD,Spain,EasyJet Airline,United Kingdom,1062
1229,1382,2297,MAD,Spain,CDG,France,EasyJet Airline,United Kingdom,1062
2941,3973,16120,DNK,Ukraine,TBS,Georgia,ZABAIKAL ,Russia,1072
3973,2941,16120,TBS,Georgia,DNK,Ukraine,ZABAIKAL ,Russia,1072
1354,337,2297,NCE,France,SXF,Germany,EasyJet Airline,United Kingdom,1076
337,1354,2297,SXF,Germany,NCE,France,EasyJet Airline,United Kingdom,1076
3941,1555,2297,ATH,Greece,FCO,Italy,EasyJet Airline,United Kingdom,1086
1555,3941,2297,FCO,Italy,ATH,Greece,EasyJet Airline,United Kingdom,1086
1555,1386,2297,FCO,Italy,ORY,France,EasyJet Airline,United Kingdom,1090
1386,1555,2297,ORY,France,FCO,Italy,EasyJet Airline,United Kingdom,1090
478,644,4319,MAN,United Kingdom,OSL,Norway,SAS Scandinavian Airlines,Sweden,1111
644,478,4319,OSL,Norway,MAN,United Kingdom,SAS Scandinavian Airlines,Sweden,1111
302,644,4319,BRU,Belgium,OSL,Norway,SAS Scandinavian Airlines,Sweden,1113
644,302,4319,OSL,Norway,BRU,Belgium,SAS Scandinavian Airlines,Sweden,1113
1739,1665,2297,BEG,Serbia,GVA,Switzerland,EasyJet Airline,United Kingdom,1116
1665,1739,2297,GVA,Switzerland,BEG,Serbia,EasyJet Airline,United Kingdom,1116
502,1551,8745,LGW,United Kingdom,VCE,Italy,,France,1117
1551,502,8745,VCE,Italy,LGW,United Kingdom,,France,1117
609,1208,4319,CPH,Denmark,ZAG,Croatia,SAS Scandinavian Airlines,Sweden,1124
1208,609,4319,ZAG,Croatia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1124
609,1551,4319,CPH,Denmark,VCE,Italy,SAS Scandinavian Airlines,Sweden,1125
1551,609,4319,VCE,Italy,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1125
342,1354,2297,HAM,Germany,NCE,France,EasyJet Airline,United Kingdom,1127
1354,342,2297,NCE,France,HAM,Germany,EasyJet Airline,United Kingdom,1127
897,1020,1531,DLA,Cameroon,FIH,Congo (Kinshasa),SN Brussels Airlines,Belgium,1129
1020,897,1531,FIH,Congo (Kinshasa),DLA,Cameroon,SN Brussels Airlines,Belgium,1129
478,346,4305,MAN,United Kingdom,MUC,Germany,SAA South African Airways,South Africa,1130
346,478,4305,MUC,Germany,MAN,United Kingdom,SAA South African Airways,South Africa,1130
1506,4053,2297,BDS,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,1132
4053,1506,2297,BSL,Switzerland,BDS,Italy,EasyJet Airline,United Kingdom,1132
1506,1665,2297,BDS,Italy,GVA,Switzerland,EasyJet Airline,United Kingdom,1138
1665,1506,2297,GVA,Switzerland,BDS,Italy,EasyJet Airline,United Kingdom,1138
609,1665,4319,CPH,Denmark,GVA,Switzerland,SAS Scandinavian Airlines,Sweden,1138
1665,609,4319,GVA,Switzerland,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1138
609,1665,2297,CPH,Denmark,GVA,Switzerland,EasyJet Airline,United Kingdom,1138
1665,609,2297,GVA,Switzerland,CPH,Denmark,EasyJet Airline,United Kingdom,1138
644,1587,4319,OSL,Norway,PRG,Czech Republic,SAS Scandinavian Airlines,Sweden,1140
1587,644,4319,PRG,Czech Republic,OSL,Norway,SAS Scandinavian Airlines,Sweden,1140
609,2948,4319,CPH,Denmark,LED,Russia,SAS Scandinavian Airlines,Sweden,1140
2948,609,4319,LED,Russia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1140
340,644,4319,FRA,Germany,OSL,Norway,SAS Scandinavian Airlines,Sweden,1142
644,340,4319,OSL,Norway,FRA,Germany,SAS Scandinavian Airlines,Sweden,1142
609,1524,4319,CPH,Denmark,MXP,Italy,SAS Scandinavian Airlines,Sweden,1144
1524,609,4319,MXP,Italy,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1144
609,1524,2297,CPH,Denmark,MXP,Italy,EasyJet Airline,United Kingdom,1144
1524,609,2297,MXP,Italy,CPH,Denmark,EasyJet Airline,United Kingdom,1144
1229,1524,2297,MAD,Spain,MXP,Italy,EasyJet Airline,United Kingdom,1149
1524,1229,2297,MXP,Italy,MAD,Spain,EasyJet Airline,United Kingdom,1149
609,1529,4319,CPH,Denmark,LIN,Italy,SAS Scandinavian Airlines,Sweden,1156
1529,609,4319,LIN,Italy,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1156
2947,2985,11811,ODS,Ukraine,SVO,Russia,,Egypt,1159
2985,2947,11811,SVO,Russia,ODS,Ukraine,,Egypt,1159
636,340,4319,BGO,Norway,FRA,Germany,SAS Scandinavian Airlines,Sweden,1161
340,636,4319,FRA,Germany,BGO,Norway,SAS Scandinavian Airlines,Sweden,1161
2941,3964,16120,DNK,Ukraine,EVN,Armenia,ZABAIKAL ,Russia,1174
3964,2941,16120,EVN,Armenia,DNK,Ukraine,ZABAIKAL ,Russia,1174
490,1236,8745,BRS,United Kingdom,REU,Spain,,France,1176
1236,490,8745,REU,Spain,BRS,United Kingdom,,France,1176
1555,337,2297,FCO,Italy,SXF,Germany,EasyJet Airline,United Kingdom,1180
337,1555,2297,SXF,Germany,FCO,Italy,EasyJet Airline,United Kingdom,1180
4053,1229,2297,BSL,Switzerland,MAD,Spain,EasyJet Airline,United Kingdom,1185
1229,4053,2297,MAD,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,1185
4053,1742,2297,BSL,Switzerland,PRN,Serbia,EasyJet Airline,United Kingdom,1196
1742,4053,2297,PRN,Serbia,BSL,Switzerland,EasyJet Airline,United Kingdom,1196
492,1236,8745,LTN,United Kingdom,REU,Spain,,France,1199
507,644,4319,LHR,United Kingdom,OSL,Norway,SAS Scandinavian Airlines,Sweden,1205
644,507,4319,OSL,Norway,LHR,United Kingdom,SAS Scandinavian Airlines,Sweden,1205
1665,1243,2297,GVA,Switzerland,SCQ,Spain,EasyJet Airline,United Kingdom,1207
1243,1665,2297,SCQ,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,1207
1335,1636,2297,LYS,France,OPO,Portugal,EasyJet Airline,United Kingdom,1215
1636,1335,2297,OPO,Portugal,LYS,France,EasyJet Airline,United Kingdom,1215
1509,1665,2297,CTA,Italy,GVA,Switzerland,EasyJet Airline,United Kingdom,1224
1665,1509,2297,GVA,Switzerland,CTA,Italy,EasyJet Airline,United Kingdom,1224
1212,4053,2297,ALC,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,1225
