srcID,destID,airlineID,Source Airport,Source Country,Dest Airport,Source Country,Airline Name,Airline Country,Distance (km)
4053,1212,2297,BSL,Switzerland,ALC,Spain,EasyJet Airline,United Kingdom,1225
1382,1636,2297,CDG,France,OPO,Portugal,EasyJet Airline,United Kingdom,1231
1636,1382,2297,OPO,Portugal,CDG,France,EasyJet Airline,United Kingdom,1231
1538,609,4319,BLQ,Italy,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1236
609,1538,4319,CPH,Denmark,BLQ,Italy,SAS Scandinavian Airlines,Sweden,1236
609,599,4319,CPH,Denmark,DUB,Ireland,SAS Scandinavian Airlines,Sweden,1242
599,609,4319,DUB,Ireland,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1242
1382,669,2297,CDG,France,KRK,Poland,EasyJet Airline,United Kingdom,1246
669,1382,2297,KRK,Poland,CDG,France,EasyJet Airline,United Kingdom,1246
1489,1382,2297,BUD,Hungary,CDG,France,EasyJet Airline,United Kingdom,1247
1382,1489,2297,CDG,France,BUD,Hungary,EasyJet Airline,United Kingdom,1247
1555,1418,2297,FCO,Italy,NTE,France,EasyJet Airline,United Kingdom,1248
1418,1555,2297,NTE,France,FCO,Italy,EasyJet Airline,United Kingdom,1248
1665,1742,2297,GVA,Switzerland,PRN,Serbia,EasyJet Airline,United Kingdom,1252
1742,1665,2297,PRN,Serbia,GVA,Switzerland,EasyJet Airline,United Kingdom,1252
1909,1892,2622,HAV,Cuba,SAL,El Salvador,TACA,Costa Rica,1272
1892,1909,2622,SAL,El Salvador,HAV,Cuba,TACA,Costa Rica,1272
1561,337,2297,NAP,Italy,SXF,Germany,EasyJet Airline,United Kingdom,1279
337,1561,2297,SXF,Germany,NAP,Italy,EasyJet Airline,United Kingdom,1279
1561,1386,2297,NAP,Italy,ORY,France,EasyJet Airline,United Kingdom,1280
1386,1561,2297,ORY,France,NAP,Italy,EasyJet Airline,United Kingdom,1280
4053,1509,2297,BSL,Switzerland,CTA,Italy,EasyJet Airline,United Kingdom,1282
1509,4053,2297,CTA,Italy,BSL,Switzerland,EasyJet Airline,United Kingdom,1282
1382,1561,2297,CDG,France,NAP,Italy,EasyJet Airline,United Kingdom,1290
1561,1382,2297,NAP,Italy,CDG,France,EasyJet Airline,United Kingdom,1290
599,644,4319,DUB,Ireland,OSL,Norway,SAS Scandinavian Airlines,Sweden,1292
644,599,4319,OSL,Norway,DUB,Ireland,SAS Scandinavian Airlines,Sweden,1292
478,1550,8745,MAN,United Kingdom,VRN,Italy,,France,1297
1550,478,8745,VRN,Italy,MAN,United Kingdom,,France,1297
580,1555,2297,AMS,Netherlands,FCO,Italy,EasyJet Airline,United Kingdom,1297
1555,580,2297,FCO,Italy,AMS,Netherlands,EasyJet Airline,United Kingdom,1297
494,3998,8745,BOH,United Kingdom,PMI,Spain,,France,1298
3998,494,8745,PMI,Spain,BOH,United Kingdom,,France,1298
502,1231,8745,LGW,United Kingdom,MAH,Spain,,France,1300
1231,502,8745,MAH,Spain,LGW,United Kingdom,,France,1300
1194,337,2297,SOF,Bulgaria,SXF,Germany,EasyJet Airline,United Kingdom,1305
337,1194,2297,SXF,Germany,SOF,Bulgaria,EasyJet Airline,United Kingdom,1305
1665,1636,2297,GVA,Switzerland,OPO,Portugal,EasyJet Airline,United Kingdom,1309
1636,1665,2297,OPO,Portugal,GVA,Switzerland,EasyJet Airline,United Kingdom,1309
502,3998,8745,LGW,United Kingdom,PMI,Spain,,France,1309
3998,502,8745,PMI,Spain,LGW,United Kingdom,,France,1309
1520,337,2297,OLB,Italy,SXF,Germany,EasyJet Airline,United Kingdom,1312
337,1520,2297,SXF,Germany,OLB,Italy,EasyJet Airline,United Kingdom,1312
346,644,4319,MUC,Germany,OSL,Norway,SAS Scandinavian Airlines,Sweden,1317
644,346,4319,OSL,Norway,MUC,Germany,SAS Scandinavian Airlines,Sweden,1317
1044,245,10128,BKO,Mali,COO,Benin,Dennis Sky Holding,Israel,1325
245,1044,10128,COO,Benin,BKO,Mali,Dennis Sky Holding,Israel,1325
1044,245,17094,BKO,Mali,COO,Benin,,Senegal,1325
245,1044,17094,COO,Benin,BKO,Mali,,Senegal,1325
1044,245,16942,BKO,Mali,COO,Benin,,Mauritania,1325
245,1044,16942,COO,Benin,BKO,Mali,,Mauritania,1325
1555,342,2297,FCO,Italy,HAM,Germany,EasyJet Airline,United Kingdom,1326
342,1555,2297,HAM,Germany,FCO,Italy,EasyJet Airline,United Kingdom,1326
552,3998,8745,EXT,United Kingdom,PMI,Spain,,France,1332
3998,552,8745,PMI,Spain,EXT,United Kingdom,,France,1332
3885,3069,19676,BKK,Thailand,CGP,Bangladesh,Rainbow Air POL,United States,1341
3069,3885,19676,CGP,Bangladesh,BKK,Thailand,Rainbow Air POL,United States,1341
345,3998,9784,DUS,Germany,PMI,Spain,,Burma,1342
3998,345,9784,PMI,Spain,DUS,Germany,,Burma,1342
302,1561,2297,BRU,Belgium,NAP,Italy,EasyJet Airline,United Kingdom,1345
1561,302,2297,NAP,Italy,BRU,Belgium,EasyJet Airline,United Kingdom,1345
4053,1243,2297,BSL,Switzerland,SCQ,Spain,EasyJet Airline,United Kingdom,1350
1243,4053,2297,SCQ,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,1350
1382,644,4319,CDG,France,OSL,Norway,SAS Scandinavian Airlines,Sweden,1357
644,1382,4319,OSL,Norway,CDG,France,SAS Scandinavian Airlines,Sweden,1357
478,1551,8745,MAN,United Kingdom,VCE,Italy,,France,1367
1551,478,8745,VCE,Italy,MAN,United Kingdom,,France,1367
609,1206,4319,CPH,Denmark,SPU,Croatia,SAS Scandinavian Airlines,Sweden,1368
1206,609,4319,SPU,Croatia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1368
2941,1613,16120,DNK,Ukraine,VIE,Austria,ZABAIKAL ,Russia,1369
1613,2941,16120,VIE,Austria,DNK,Ukraine,ZABAIKAL ,Russia,1369
502,1225,8745,LGW,United Kingdom,IBZ,Spain,,France,1370
548,1231,8745,STN,United Kingdom,MAH,Spain,,France,1371
3928,3316,4089,SUB,Indonesia,SIN,Singapore,Qantas Airways,Australia,1376
1230,1665,2297,AGP,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,1380
1665,1230,2297,GVA,Switzerland,AGP,Spain,EasyJet Airline,United Kingdom,1380
490,3998,8745,BRS,United Kingdom,PMI,Spain,,France,1381
3998,490,8745,PMI,Spain,BRS,United Kingdom,,France,1381
478,1236,8745,MAN,United Kingdom,REU,Spain,,France,1382
1236,478,8745,REU,Spain,MAN,United Kingdom,,France,1382
3998,548,8745,PMI,Spain,STN,United Kingdom,,France,1385
548,3998,8745,STN,United Kingdom,PMI,Spain,,France,1385
609,1354,4319,CPH,Denmark,NCE,France,SAS Scandinavian Airlines,Sweden,1385
1354,609,4319,NCE,France,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1385
490,1231,8745,BRS,United Kingdom,MAH,Spain,,France,1388
492,3998,8745,LTN,United Kingdom,PMI,Spain,,France,1391
3998,492,8745,PMI,Spain,LTN,United Kingdom,,France,1391
1665,1253,2297,GVA,Switzerland,SVQ,Spain,EasyJet Airline,United Kingdom,1394
1253,1665,2297,SVQ,Spain,GVA,Switzerland,EasyJet Airline,United Kingdom,1394
488,3998,8745,CWL,United Kingdom,PMI,Spain,,France,1398
3998,488,8745,PMI,Spain,CWL,United Kingdom,,France,1398
1638,1335,2297,LIS,Portugal,LYS,France,EasyJet Airline,United Kingdom,1399
1335,1638,2297,LYS,France,LIS,Portugal,EasyJet Airline,United Kingdom,1399
1044,273,10128,BKO,Mali,LOS,Nigeria,Dennis Sky Holding,Israel,1402
273,1044,10128,LOS,Nigeria,BKO,Mali,Dennis Sky Holding,Israel,1402
1107,2072,4319,ADD,Ethiopia,JED,Saudi Arabia,SAS Scandinavian Airlines,Sweden,1413
2072,1107,4319,JED,Saudi Arabia,ADD,Ethiopia,SAS Scandinavian Airlines,Sweden,1413
1501,1382,2297,BRI,Italy,CDG,France,EasyJet Airline,United Kingdom,1414
1382,1501,2297,CDG,France,BRI,Italy,EasyJet Airline,United Kingdom,1414
3885,3316,4319,BKK,Thailand,SIN,Singapore,SAS Scandinavian Airlines,Sweden,1417
644,1678,4319,OSL,Norway,ZRH,Switzerland,SAS Scandinavian Airlines,Sweden,1425
1678,644,4319,ZRH,Switzerland,OSL,Norway,SAS Scandinavian Airlines,Sweden,1425
1212,502,8745,ALC,Spain,LGW,United Kingdom,,France,1431
502,1212,8745,LGW,United Kingdom,ALC,Spain,,France,1431
2774,2878,11741,CAY,French Guiana,FDF,Martinique,,Guadeloupe,1441
2878,2774,11741,FDF,Martinique,CAY,French Guiana,,Guadeloupe,1441
1225,548,8745,IBZ,Spain,STN,United Kingdom,,France,1450
548,1225,8745,STN,United Kingdom,IBZ,Spain,,France,1450
1145,1107,4319,MBA,Kenya,ADD,Ethiopia,SAS Scandinavian Airlines,Sweden,1450
1225,492,8745,IBZ,Spain,LTN,United Kingdom,,France,1452
492,1225,8745,LTN,United Kingdom,IBZ,Spain,,France,1452
342,1561,2297,HAM,Germany,NAP,Italy,EasyJet Airline,United Kingdom,1453
1561,342,2297,NAP,Italy,HAM,Germany,EasyJet Airline,United Kingdom,1453
1386,1512,2297,ORY,France,PMO,Italy,EasyJet Airline,United Kingdom,1455
1512,1386,2297,PMO,Italy,ORY,France,EasyJet Airline,United Kingdom,1455
4053,1486,2297,BSL,Switzerland,SKG,Greece,EasyJet Airline,United Kingdom,1459
1486,4053,2297,SKG,Greece,BSL,Switzerland,EasyJet Airline,United Kingdom,1459
3930,2276,17891,ICN,South Korea,TPE,Taiwan,,Singapore,1464
2276,3930,17891,TPE,Taiwan,ICN,South Korea,,Singapore,1464
4053,1636,2297,BSL,Switzerland,OPO,Portugal,EasyJet Airline,United Kingdom,1464
1636,4053,2297,OPO,Portugal,BSL,Switzerland,EasyJet Airline,United Kingdom,1464
1212,490,8745,ALC,Spain,BRS,United Kingdom,,France,1466
490,1212,8745,BRS,United Kingdom,ALC,Spain,,France,1466
1638,1354,2297,LIS,Portugal,NCE,France,EasyJet Airline,United Kingdom,1468
1354,1638,2297,NCE,France,LIS,Portugal,EasyJet Airline,United Kingdom,1468
507,679,324,LHR,United Kingdom,WAW,Poland,ANA All Nippon Airways,Japan,1469
679,507,324,WAW,Poland,LHR,United Kingdom,ANA All Nippon Airways,Japan,1469
1382,1638,2297,CDG,France,LIS,Portugal,EasyJet Airline,United Kingdom,1470
1638,1382,2297,LIS,Portugal,CDG,France,EasyJet Airline,United Kingdom,1470
1212,488,8745,ALC,Spain,CWL,United Kingdom,,France,1474
488,1212,8745,CWL,United Kingdom,ALC,Spain,,France,1474
469,3998,8745,BHX,United Kingdom,PMI,Spain,,France,1475
3998,469,8745,PMI,Spain,BHX,United Kingdom,,France,1475
1230,1524,2297,AGP,Spain,MXP,Italy,EasyJet Airline,United Kingdom,1486
1524,1230,2297,MXP,Italy,AGP,Spain,EasyJet Airline,United Kingdom,1486
1230,1382,2297,AGP,Spain,CDG,France,EasyJet Airline,United Kingdom,1486
1382,1230,2297,CDG,France,AGP,Spain,EasyJet Airline,United Kingdom,1486
2939,1688,11811,KBP,Ukraine,AYT,Turkey,,Egypt,1495
346,1229,4319,MUC,Germany,MAD,Spain,SAS Scandinavian Airlines,Sweden,1496
1665,1638,2297,GVA,Switzerland,LIS,Portugal,EasyJet Airline,United Kingdom,1496
1638,1665,2297,LIS,Portugal,GVA,Switzerland,EasyJet Airline,United Kingdom,1496
1519,337,2297,CAG,Italy,SXF,Germany,EasyJet Airline,United Kingdom,1500
337,1519,2297,SXF,Germany,CAG,Italy,EasyJet Airline,United Kingdom,1500
1486,337,2297,SKG,Greece,SXF,Germany,EasyJet Airline,United Kingdom,1501
337,1486,2297,SXF,Germany,SKG,Greece,EasyJet Airline,United Kingdom,1501
478,1203,8745,MAN,United Kingdom,PUY,Croatia,,France,1502
1203,478,8745,PUY,Croatia,MAN,United Kingdom,,France,1502
523,1231,8745,EMA,United Kingdom,MAH,Spain,,France,1502
1231,523,8745,MAH,Spain,EMA,United Kingdom,,France,1502
1218,337,2297,BCN,Spain,SXF,Germany,EasyJet Airline,United Kingdom,1505
337,1218,2297,SXF,Germany,BCN,Spain,EasyJet Airline,United Kingdom,1505
523,3998,8745,EMA,United Kingdom,PMI,Spain,,France,1508
3998,523,8745,PMI,Spain,EMA,United Kingdom,,France,1508
3941,1524,2297,ATH,Greece,MXP,Italy,EasyJet Airline,United Kingdom,1520
1524,3941,2297,MXP,Italy,ATH,Greece,EasyJet Airline,United Kingdom,1520
609,1555,4319,CPH,Denmark,FCO,Italy,SAS Scandinavian Airlines,Sweden,1536
1555,609,4319,FCO,Italy,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1536
609,1555,2297,CPH,Denmark,FCO,Italy,EasyJet Airline,United Kingdom,1536
1555,609,2297,FCO,Italy,CPH,Denmark,EasyJet Airline,United Kingdom,1536
340,421,4319,FRA,Germany,HEL,Finland,SAS Scandinavian Airlines,Sweden,1540
421,340,4319,HEL,Finland,FRA,Germany,SAS Scandinavian Airlines,Sweden,1540
609,2985,4319,CPH,Denmark,SVO,Russia,SAS Scandinavian Airlines,Sweden,1540
2985,609,4319,SVO,Russia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1540
1626,1386,2297,FAO,Portugal,ORY,France,EasyJet Airline,United Kingdom,1547
1386,1626,2297,ORY,France,FAO,Portugal,EasyJet Airline,United Kingdom,1547
1626,1665,2297,FAO,Portugal,GVA,Switzerland,EasyJet Airline,United Kingdom,1552
1665,1626,2297,GVA,Switzerland,FAO,Portugal,EasyJet Airline,United Kingdom,1552
609,1657,4319,CPH,Denmark,OTP,Romania,SAS Scandinavian Airlines,Sweden,1553
1657,609,4319,OTP,Romania,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1553
1230,4053,2297,AGP,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,1564
4053,1230,2297,BSL,Switzerland,AGP,Spain,EasyJet Airline,United Kingdom,1564
507,1638,324,LHR,United Kingdom,LIS,Portugal,ANA All Nippon Airways,Japan,1565
1638,507,324,LIS,Portugal,LHR,United Kingdom,ANA All Nippon Airways,Japan,1565
523,1225,8745,EMA,United Kingdom,IBZ,Spain,,France,1566
1225,523,8745,IBZ,Spain,EMA,United Kingdom,,France,1566
552,1626,8745,EXT,United Kingdom,FAO,Portugal,,France,1568
3885,3076,19676,BKK,Thailand,DAC,Bangladesh,Rainbow Air POL,United States,1568
3076,3885,19676,DAC,Bangladesh,BKK,Thailand,Rainbow Air POL,United States,1568
1075,1273,2297,RAK,Morocco,TLS,France,EasyJet Airline,United Kingdom,1570
1273,1075,2297,TLS,France,RAK,Morocco,EasyJet Airline,United Kingdom,1570
609,1742,4319,CPH,Denmark,PRN,Serbia,SAS Scandinavian Airlines,Sweden,1571
1742,609,4319,PRN,Serbia,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1571
5562,3998,8745,DSA,United Kingdom,PMI,Spain,,France,1574
3998,5562,8745,PMI,Spain,DSA,United Kingdom,,France,1574
4053,1253,2297,BSL,Switzerland,SVQ,Spain,EasyJet Airline,United Kingdom,1574
1253,4053,2297,SVQ,Spain,BSL,Switzerland,EasyJet Airline,United Kingdom,1574
421,346,4319,HEL,Finland,MUC,Germany,SAS Scandinavian Airlines,Sweden,1575
346,421,4319,MUC,Germany,HEL,Finland,SAS Scandinavian Airlines,Sweden,1575
1231,478,8745,MAH,Spain,MAN,United Kingdom,,France,1578
478,1231,8745,MAN,United Kingdom,MAH,Spain,,France,1578
1212,469,8745,ALC,Spain,BHX,United Kingdom,,France,1579
469,1212,8745,BHX,United Kingdom,ALC,Spain,,France,1579
478,3998,8745,MAN,United Kingdom,PMI,Spain,,France,1581
3998,478,8745,PMI,Spain,MAN,United Kingdom,,France,1581
502,1561,8745,LGW,United Kingdom,NAP,Italy,,France,1592
1561,502,8745,NAP,Italy,LGW,United Kingdom,,France,1592
1264,1075,2297,BOD,France,RAK,Morocco,EasyJet Airline,United Kingdom,1602
1075,1264,2297,RAK,Morocco,BOD,France,EasyJet Airline,United Kingdom,1602
644,2985,4319,OSL,Norway,SVO,Russia,SAS Scandinavian Airlines,Sweden,1604
2985,644,4319,SVO,Russia,OSL,Norway,SAS Scandinavian Airlines,Sweden,1604
3076,3144,13108,DAC,Bangladesh,MAA,India,,Maldives,1616
3144,3076,13108,MAA,India,DAC,Bangladesh,,Maldives,1616
1212,523,8745,ALC,Spain,EMA,United Kingdom,,France,1619
523,1212,8745,EMA,United Kingdom,ALC,Spain,,France,1619
1038,813,16508,FBM,Congo (Kinshasa),JNB,South Africa,,American Samoa,1619
813,1038,16508,JNB,South Africa,FBM,Congo (Kinshasa),,American Samoa,1619
517,3998,8745,LBA,United Kingdom,PMI,Spain,,France,1625
3998,517,8745,PMI,Spain,LBA,United Kingdom,,France,1625
1524,644,4319,MXP,Italy,OSL,Norway,SAS Scandinavian Airlines,Sweden,1627
644,1524,4319,OSL,Norway,MXP,Italy,SAS Scandinavian Airlines,Sweden,1627
245,886,16942,COO,Benin,PNR,Congo (Brazzaville),,Mauritania,1630
886,245,16942,PNR,Congo (Brazzaville),COO,Benin,,Mauritania,1630
245,886,4305,COO,Benin,PNR,Congo (Brazzaville),SAA South African Airways,South Africa,1630
886,245,4305,PNR,Congo (Brazzaville),COO,Benin,SAA South African Airways,South Africa,1630
1382,1509,2297,CDG,France,CTA,Italy,EasyJet Airline,United Kingdom,1631
1509,1382,2297,CTA,Italy,CDG,France,EasyJet Airline,United Kingdom,1631
1225,478,8745,IBZ,Spain,MAN,United Kingdom,,France,1634
478,1225,8745,MAN,United Kingdom,IBZ,Spain,,France,1634
1863,3576,2622,MGA,Nicaragua,MIA,United States,TACA,Costa Rica,1638
3576,1863,2622,MIA,United States,MGA,Nicaragua,TACA,Costa Rica,1638
1230,488,8745,AGP,Spain,CWL,United Kingdom,,France,1640
488,1230,8745,CWL,United Kingdom,AGP,Spain,,France,1640
1230,502,8745,AGP,Spain,LGW,United Kingdom,,France,1645
502,1230,8745,LGW,United Kingdom,AGP,Spain,,France,1645
3998,337,2297,PMI,Spain,SXF,Germany,EasyJet Airline,United Kingdom,1648
337,3998,2297,SXF,Germany,PMI,Spain,EasyJet Airline,United Kingdom,1648
1468,1524,2297,JMK,Greece,MXP,Italy,EasyJet Airline,United Kingdom,1651
1524,1468,2297,MXP,Italy,JMK,Greece,EasyJet Airline,United Kingdom,1651
1638,1524,2297,LIS,Portugal,MXP,Italy,EasyJet Airline,United Kingdom,1652
1524,1638,2297,MXP,Italy,LIS,Portugal,EasyJet Airline,United Kingdom,1652
342,3998,2297,HAM,Germany,PMI,Spain,EasyJet Airline,United Kingdom,1659
3998,342,2297,PMI,Spain,HAM,Germany,EasyJet Airline,United Kingdom,1659
4053,1638,2297,BSL,Switzerland,LIS,Portugal,EasyJet Airline,United Kingdom,1663
1638,4053,2297,LIS,Portugal,BSL,Switzerland,EasyJet Airline,United Kingdom,1663
2979,3399,10122,DYU,Tajikistan,URC,China,SZA,Austria,1665
3399,2979,10122,URC,China,DYU,Tajikistan,SZA,Austria,1665
3940,3316,4089,DPS,Indonesia,SIN,Singapore,Qantas Airways,Australia,1671
3316,3940,4089,SIN,Singapore,DPS,Indonesia,Qantas Airways,Australia,1671
1212,478,8745,ALC,Spain,MAN,United Kingdom,,France,1681
478,1212,8745,MAN,United Kingdom,ALC,Spain,,France,1681
737,1665,2297,ARN,Sweden,GVA,Switzerland,EasyJet Airline,United Kingdom,1683
1665,737,2297,GVA,Switzerland,ARN,Sweden,EasyJet Airline,United Kingdom,1683
1225,517,8745,IBZ,Spain,LBA,United Kingdom,,France,1683
517,1225,8745,LBA,United Kingdom,IBZ,Spain,,France,1683
6147,2991,10122,LBD,Tajikistan,REN,Russia,SZA,Austria,1687
2991,6147,10122,REN,Russia,LBD,Tajikistan,SZA,Austria,1687
1626,502,8745,FAO,Portugal,LGW,United Kingdom,,France,1688
502,1626,8745,LGW,United Kingdom,FAO,Portugal,,France,1688
1280,609,4319,BIQ,France,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1688
609,1280,4319,CPH,Denmark,BIQ,France,SAS Scandinavian Airlines,Sweden,1688
3885,3077,2183,BKK,Thailand,HKG,Hong Kong,Emirates Airlines,United Arab Emirates,1689
3077,3885,2183,HKG,Hong Kong,BKK,Thailand,Emirates Airlines,United Arab Emirates,1689
1200,502,8745,DBV,Croatia,LGW,United Kingdom,,France,1690
502,1200,8745,LGW,United Kingdom,DBV,Croatia,,France,1690
2188,2072,4089,DXB,United Arab Emirates,JED,Saudi Arabia,Qantas Airways,Australia,1699
2072,2188,4089,JED,Saudi Arabia,DXB,United Arab Emirates,Qantas Airways,Australia,1699
1638,629,2297,LIS,Portugal,LUX,Luxembourg,EasyJet Airline,United Kingdom,1712
629,1638,2297,LUX,Luxembourg,LIS,Portugal,EasyJet Airline,United Kingdom,1712
1230,492,8745,AGP,Spain,LTN,United Kingdom,,France,1721
492,1230,8745,LTN,United Kingdom,AGP,Spain,,France,1721
4053,1626,2297,BSL,Switzerland,FAO,Portugal,EasyJet Airline,United Kingdom,1728
1626,4053,2297,FAO,Portugal,BSL,Switzerland,EasyJet Airline,United Kingdom,1728
3941,1665,2297,ATH,Greece,GVA,Switzerland,EasyJet Airline,United Kingdom,1731
1665,3941,2297,GVA,Switzerland,ATH,Greece,EasyJet Airline,United Kingdom,1731
1197,1606,2183,LCA,Cyprus,MLA,Malta,Emirates Airlines,United Arab Emirates,1737
1606,1197,2183,MLA,Malta,LCA,Cyprus,Emirates Airlines,United Arab Emirates,1737
1074,1335,2297,CMN,Morocco,LYS,France,EasyJet Airline,United Kingdom,1748
1335,1074,2297,LYS,France,CMN,Morocco,EasyJet Airline,United Kingdom,1748
521,3998,8745,NCL,United Kingdom,PMI,Spain,,France,1753
3998,521,8745,PMI,Spain,NCL,United Kingdom,,France,1753
1626,492,8745,FAO,Portugal,LTN,United Kingdom,,France,1757
492,1626,8745,LTN,United Kingdom,FAO,Portugal,,France,1757
1218,609,4319,BCN,Spain,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1769
609,1218,4319,CPH,Denmark,BCN,Spain,SAS Scandinavian Airlines,Sweden,1769
1626,548,8745,FAO,Portugal,STN,United Kingdom,,France,1774
548,1626,8745,STN,United Kingdom,FAO,Portugal,,France,1774
16,644,4319,KEF,Iceland,OSL,Norway,SAS Scandinavian Airlines,Sweden,1781
644,16,4319,OSL,Norway,KEF,Iceland,SAS Scandinavian Airlines,Sweden,1781
469,1626,8745,BHX,United Kingdom,FAO,Portugal,,France,1784
1626,469,8745,FAO,Portugal,BHX,United Kingdom,,France,1784
1452,1524,2297,HER,Greece,MXP,Italy,EasyJet Airline,United Kingdom,1795
1524,1452,2297,MXP,Italy,HER,Greece,EasyJet Airline,United Kingdom,1795
3941,337,2297,ATH,Greece,SXF,Germany,EasyJet Airline,United Kingdom,1798
337,3941,2297,SXF,Germany,ATH,Greece,EasyJet Airline,United Kingdom,1798
2979,2991,10122,DYU,Tajikistan,REN,Russia,SZA,Austria,1802
2991,2979,10122,REN,Russia,DYU,Tajikistan,SZA,Austria,1802
1225,521,8745,IBZ,Spain,NCL,United Kingdom,,France,1812
521,1225,8745,NCL,United Kingdom,IBZ,Spain,,France,1812
2895,3576,18944,AUA,Aruba,MIA,United States,,Netherlands Antilles,1828
3576,2895,18944,MIA,United States,AUA,Aruba,,Netherlands Antilles,1828
523,1626,8745,EMA,United Kingdom,FAO,Portugal,,France,1833
1626,523,8745,FAO,Portugal,EMA,United Kingdom,,France,1833
1213,478,8745,LEI,Spain,MAN,United Kingdom,,France,1836
478,1213,8745,MAN,United Kingdom,LEI,Spain,,France,1836
1509,342,2297,CTA,Italy,HAM,Germany,EasyJet Airline,United Kingdom,1839
342,1509,2297,HAM,Germany,CTA,Italy,EasyJet Airline,United Kingdom,1839
609,1486,4319,CPH,Denmark,SKG,Greece,SAS Scandinavian Airlines,Sweden,1841
1486,609,4319,SKG,Greece,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1841
2922,2939,11811,GYD,Azerbaijan,KBP,Ukraine,,Egypt,1846
2939,2922,11811,KBP,Ukraine,GYD,Azerbaijan,,Egypt,1846
580,1638,2297,AMS,Netherlands,LIS,Portugal,EasyJet Airline,United Kingdom,1846
1638,580,2297,LIS,Portugal,AMS,Netherlands,EasyJet Airline,United Kingdom,1846
1229,337,2297,MAD,Spain,SXF,Germany,EasyJet Airline,United Kingdom,1852
337,1229,2297,SXF,Germany,MAD,Spain,EasyJet Airline,United Kingdom,1852
469,1200,8745,BHX,United Kingdom,DBV,Croatia,,France,1853
1200,469,8745,DBV,Croatia,BHX,United Kingdom,,France,1853
883,245,16942,BZV,Congo (Brazzaville),COO,Benin,,Mauritania,1853
245,883,16942,COO,Benin,BZV,Congo (Brazzaville),,Mauritania,1853
1354,644,4319,NCE,France,OSL,Norway,SAS Scandinavian Airlines,Sweden,1857
644,1354,4319,OSL,Norway,NCE,France,SAS Scandinavian Airlines,Sweden,1857
478,1561,8745,MAN,United Kingdom,NAP,Italy,,France,1860
1561,478,8745,NAP,Italy,MAN,United Kingdom,,France,1860
1230,478,8745,AGP,Spain,MAN,United Kingdom,,France,1863
478,1230,8745,MAN,United Kingdom,AGP,Spain,,France,1863
1665,1468,2297,GVA,Switzerland,JMK,Greece,EasyJet Airline,United Kingdom,1863
1468,1665,2297,JMK,Greece,GVA,Switzerland,EasyJet Airline,United Kingdom,1863
1212,521,8745,ALC,Spain,NCL,United Kingdom,,France,1865
521,1212,8745,NCL,United Kingdom,ALC,Spain,,France,1865
1626,478,8745,FAO,Portugal,MAN,United Kingdom,,France,1869
478,1626,8745,MAN,United Kingdom,FAO,Portugal,,France,1869
502,7447,8745,LGW,United Kingdom,NBE,Tunisia,,France,1877
7447,502,8745,NBE,Tunisia,LGW,United Kingdom,,France,1877
535,3998,8745,EDI,United Kingdom,PMI,Spain,,France,1878
3998,535,8745,PMI,Spain,EDI,United Kingdom,,France,1878
534,3998,8745,GLA,United Kingdom,PMI,Spain,,France,1890
3998,534,8745,PMI,Spain,GLA,United Kingdom,,France,1890
1354,1075,2297,NCE,France,RAK,Morocco,EasyJet Airline,United Kingdom,1891
1075,1354,2297,RAK,Morocco,NCE,France,EasyJet Airline,United Kingdom,1891
6147,4078,10122,LBD,Tajikistan,OVB,Russia,SZA,Austria,1904
4078,6147,10122,OVB,Russia,LBD,Tajikistan,SZA,Austria,1904
6147,4111,10122,LBD,Tajikistan,TJM,Russia,SZA,Austria,1914
4111,6147,10122,TJM,Russia,LBD,Tajikistan,SZA,Austria,1914
609,3998,4319,CPH,Denmark,PMI,Spain,SAS Scandinavian Airlines,Sweden,1931
3998,609,4319,PMI,Spain,CPH,Denmark,SAS Scandinavian Airlines,Sweden,1931
1382,1074,16942,CDG,France,CMN,Morocco,,Mauritania,1932
1074,1382,16942,CMN,Morocco,CDG,France,,Mauritania,1932
1382,1074,2297,CDG,France,CMN,Morocco,EasyJet Airline,United Kingdom,1932
1074,1382,2297,CMN,Morocco,CDG,France,EasyJet Airline,United Kingdom,1932
3239,3316,17023,RGN,Burma,SIN,Singapore,,Kazakhstan,1932
3316,3239,17023,SIN,Singapore,RGN,Burma,,Kazakhstan,1932
1200,478,8745,DBV,Croatia,MAN,United Kingdom,,France,1932
478,1200,8745,MAN,United Kingdom,DBV,Croatia,,France,1932
1335,1075,2297,LYS,France,RAK,Morocco,EasyJet Airline,United Kingdom,1935
1075,1335,2297,RAK,Morocco,LYS,France,EasyJet Airline,United Kingdom,1935
